Generated by http://statistics.gov.scot,2024-09-09T17:52:02+00:00,,
http://statistics.gov.scot/id/statistical-geography/S01006899,Inverurie North - 06,6.22,6.22
http://statistics.gov.scot/id/statistical-geography/S01006900,Inverurie North - 07,9.72,10.04
http://statistics.gov.scot/id/statistical-geography/S01006901,Inverurie North - 08,16.04,16.3
http://statistics.gov.scot/id/statistical-geography/S01006902,Inverurie South - 01,2.46,2.99
http://statistics.gov.scot/id/statistical-geography/S01006903,Inverurie South - 02,18.81,19.59
http://statistics.gov.scot/id/statistical-geography/S01006904,Inverurie South - 03,26.98,27.05
http://statistics.gov.scot/id/statistical-geography/S01006905,Inverurie South - 04,17.63,19.76
http://statistics.gov.scot/id/statistical-geography/S01006906,Inverurie South - 05,7.01,7.75
http://statistics.gov.scot/id/statistical-geography/S01006907,Inverurie South - 06,31.95,32.82
http://statistics.gov.scot/id/statistical-geography/S01006908,Inverurie South - 07,17.99,23.58
http://statistics.gov.scot/id/statistical-geography/S01011196,Irvine Bourtreehill - 01,11.37,19.68
http://statistics.gov.scot/id/statistical-geography/S01011197,Irvine Bourtreehill - 02,3.93,21.69
http://statistics.gov.scot/id/statistical-geography/S01011198,Irvine Bourtreehill - 03,8.99,17.49
http://statistics.gov.scot/id/statistical-geography/S01011192,Irvine Broomlands - 01,15.73,17.05
http://statistics.gov.scot/id/statistical-geography/S01011193,Irvine Broomlands - 02,23.64,23.14
http://statistics.gov.scot/id/statistical-geography/S01011194,Irvine Broomlands - 03,26.2,24.22
http://statistics.gov.scot/id/statistical-geography/S01011195,Irvine Broomlands - 04,21.12,22.31
http://statistics.gov.scot/id/statistical-geography/S01011212,Irvine Castlepark North - 01,9.96,12.12
http://statistics.gov.scot/id/statistical-geography/S01011213,Irvine Castlepark North - 02,17.52,16.28
http://statistics.gov.scot/id/statistical-geography/S01011214,Irvine Castlepark North - 03,15.04,13.73
http://statistics.gov.scot/id/statistical-geography/S01011215,Irvine Castlepark North - 04,18.56,22.74
http://statistics.gov.scot/id/statistical-geography/S01011216,Irvine Castlepark North - 05,72.02,63.75
http://statistics.gov.scot/id/statistical-geography/S01011217,Irvine Castlepark South - 01,52.19,58.72
http://statistics.gov.scot/id/statistical-geography/S01011218,Irvine Castlepark South - 02,13.57,14.87
http://statistics.gov.scot/id/statistical-geography/S01011219,Irvine Castlepark South - 03,12.16,15.89
http://statistics.gov.scot/id/statistical-geography/S01011220,Irvine Castlepark South - 04,10.11,19.81
http://statistics.gov.scot/id/statistical-geography/S01011225,Irvine Central - 01,20.55,22.58
http://statistics.gov.scot/id/statistical-geography/S01011226,Irvine Central - 02,42.89,53.68
http://statistics.gov.scot/id/statistical-geography/S01011227,Irvine Central - 03,123.01,125.39
http://statistics.gov.scot/id/statistical-geography/S01011228,Irvine Central - 04,88.76,88.39
http://statistics.gov.scot/id/statistical-geography/S01011221,Irvine East - 01,14.77,23.74
http://statistics.gov.scot/id/statistical-geography/S01011222,Irvine East - 02,23.5,27.53
http://statistics.gov.scot/id/statistical-geography/S01011223,Irvine East - 03,15,25.05
http://statistics.gov.scot/id/statistical-geography/S01011224,Irvine East - 04,26.81,29.19
http://statistics.gov.scot/id/statistical-geography/S01011229,Irvine Fullarton - 01,92.78,91.29
http://statistics.gov.scot/id/statistical-geography/S01011230,Irvine Fullarton - 02,13.47,11.91
http://statistics.gov.scot/id/statistical-geography/S01011231,Irvine Fullarton - 03,13.38,10.9
http://statistics.gov.scot/id/statistical-geography/S01011232,Irvine Fullarton - 04,4.26,4.15
http://statistics.gov.scot/id/statistical-geography/S01011199,Irvine Girdle Toll and Staneca - 01,14.97,15.87
http://statistics.gov.scot/id/statistical-geography/S01011200,Irvine Girdle Toll and Staneca - 02,4.3,6.42
http://statistics.gov.scot/id/statistical-geography/S01011201,Irvine Girdle Toll and Staneca - 03,23.86,27.74
http://statistics.gov.scot/id/statistical-geography/S01011202,Irvine Girdle Toll and Staneca - 04,19.69,25.89
http://statistics.gov.scot/id/statistical-geography/S01011203,Irvine Girdle Toll and Staneca - 05,29.91,30.49
http://statistics.gov.scot/id/statistical-geography/S01011204,Irvine Girdle Toll and Staneca - 06,11.61,11.55
http://statistics.gov.scot/id/statistical-geography/S01011205,Irvine Perceton and Lawthorn - 01,1.19,1.26
http://statistics.gov.scot/id/statistical-geography/S01011206,Irvine Perceton and Lawthorn - 02,2.2,2.31
http://statistics.gov.scot/id/statistical-geography/S01011207,Irvine Perceton and Lawthorn - 03,1.44,2.06
http://statistics.gov.scot/id/statistical-geography/S01011208,Irvine Perceton and Lawthorn - 04,25.71,26.77
http://statistics.gov.scot/id/statistical-geography/S01011209,Irvine Perceton and Lawthorn - 05,26.71,34.47
http://statistics.gov.scot/id/statistical-geography/S01011210,Irvine Perceton and Lawthorn - 06,5.73,6.71
http://statistics.gov.scot/id/statistical-geography/S01011211,Irvine Perceton and Lawthorn - 07,10.11,11.14
http://statistics.gov.scot/id/statistical-geography/S01011183,Irvine Tarryholme - 01,5.46,4.65
http://statistics.gov.scot/id/statistical-geography/S01011184,Irvine Tarryholme - 02,4.59,3.29
http://statistics.gov.scot/id/statistical-geography/S01011185,Irvine Tarryholme - 03,54.45,49.84
http://statistics.gov.scot/id/statistical-geography/S01011186,Irvine Tarryholme - 04,22.83,22.57
http://statistics.gov.scot/id/statistical-geography/S01011827,Isles - 01,0.3,0.3
http://statistics.gov.scot/id/statistical-geography/S01011828,Isles - 02,1.22,1.12
http://statistics.gov.scot/id/statistical-geography/S01011829,Isles - 03,1,0.9
http://statistics.gov.scot/id/statistical-geography/S01011830,Isles - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01011831,Isles - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01011832,Isles - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01009442,Jamphlars and Lochgelly Landward,3.79,7.8
http://statistics.gov.scot/id/statistical-geography/S01012353,Jedburgh - Abbey,1.35,1.65
http://statistics.gov.scot/id/statistical-geography/S01012350,Jedburgh - Doom Hill,2.18,2.18
http://statistics.gov.scot/id/statistical-geography/S01012351,Jedburgh - East Central,0.65,0.85
http://statistics.gov.scot/id/statistical-geography/S01012349,Jedburgh - Howden,2.47,2.47
http://statistics.gov.scot/id/statistical-geography/S01012352,Jedburgh - West Central,5.52,7.28
http://statistics.gov.scot/id/statistical-geography/S01008717,"Jewel, Brunstane and Newcraighall - 01",74.5,75.39
http://statistics.gov.scot/id/statistical-geography/S01008718,"Jewel, Brunstane and Newcraighall - 02",68.67,86.08
http://statistics.gov.scot/id/statistical-geography/S01008719,"Jewel, Brunstane and Newcraighall - 03",31.25,37.95
http://statistics.gov.scot/id/statistical-geography/S01008720,"Jewel, Brunstane and Newcraighall - 04",21.06,30.87
http://statistics.gov.scot/id/statistical-geography/S01008721,"Jewel, Brunstane and Newcraighall - 05",0,0
http://statistics.gov.scot/id/statistical-geography/S01012047,Johnstone North East - 01,79,67.67
http://statistics.gov.scot/id/statistical-geography/S01012048,Johnstone North East - 02,55.23,52.45
http://statistics.gov.scot/id/statistical-geography/S01012049,Johnstone North East - 03,74.61,61.17
http://statistics.gov.scot/id/statistical-geography/S01012050,Johnstone North East - 04,4.7,2.09
http://statistics.gov.scot/id/statistical-geography/S01012051,Johnstone North East - 05,37.3,26.36
http://statistics.gov.scot/id/statistical-geography/S01012043,Johnstone North West - 01,22.14,20.33
http://statistics.gov.scot/id/statistical-geography/S01012044,Johnstone North West - 02,37.83,30.49
http://statistics.gov.scot/id/statistical-geography/S01012045,Johnstone North West - 03,76.72,61.5
http://statistics.gov.scot/id/statistical-geography/S01012046,Johnstone North West - 04,80.94,57.98
http://statistics.gov.scot/id/statistical-geography/S01012052,Johnstone South East - 01,49.89,40.2
http://statistics.gov.scot/id/statistical-geography/S01012053,Johnstone South East - 02,29.39,24.58
http://statistics.gov.scot/id/statistical-geography/S01012054,Johnstone South East - 03,25.49,22.09
http://statistics.gov.scot/id/statistical-geography/S01012055,Johnstone South East - 04,33.1,28.12
http://statistics.gov.scot/id/statistical-geography/S01012056,Johnstone South East - 05,16.7,13.94
http://statistics.gov.scot/id/statistical-geography/S01012037,Johnstone South West - 01,71.26,53.14
http://statistics.gov.scot/id/statistical-geography/S01012038,Johnstone South West - 02,24.68,20.15
http://statistics.gov.scot/id/statistical-geography/S01012039,Johnstone South West - 03,34.57,17.63
http://statistics.gov.scot/id/statistical-geography/S01012040,Johnstone South West - 04,39.23,29.16
http://statistics.gov.scot/id/statistical-geography/S01012041,Johnstone South West - 05,30.43,23.28
http://statistics.gov.scot/id/statistical-geography/S01012042,Johnstone South West - 06,41.26,26.94
http://statistics.gov.scot/id/statistical-geography/S01008722,Joppa - 01,73.61,69.56
http://statistics.gov.scot/id/statistical-geography/S01008723,Joppa - 02,17.09,17.2
http://statistics.gov.scot/id/statistical-geography/S01008724,Joppa - 03,33.54,30.46
http://statistics.gov.scot/id/statistical-geography/S01008725,Joppa - 04,55.88,52.04
http://statistics.gov.scot/id/statistical-geography/S01008726,Joppa - 05,54.08,53.87
http://statistics.gov.scot/id/statistical-geography/S01008727,Joppa - 06,57.36,63.66
http://statistics.gov.scot/id/statistical-geography/S01011060,Keith and Fife Keith - 01,1.56,1.3
http://statistics.gov.scot/id/statistical-geography/S01011061,Keith and Fife Keith - 02,2.24,1.95
http://statistics.gov.scot/id/statistical-geography/S01011062,Keith and Fife Keith - 03,2.15,1.85
http://statistics.gov.scot/id/statistical-geography/S01011063,Keith and Fife Keith - 04,0.37,0.26
http://statistics.gov.scot/id/statistical-geography/S01011064,Keith and Fife Keith - 05,3.27,2.55
http://statistics.gov.scot/id/statistical-geography/S01012336,Kelso N - Abbotseat,2.26,3.38
http://statistics.gov.scot/id/statistical-geography/S01012335,Kelso N - Hendersyde Oakfield,0.1,0.15
http://statistics.gov.scot/id/statistical-geography/S01012334,Kelso N - High Croft Orchard Park,5.04,6.77
http://statistics.gov.scot/id/statistical-geography/S01012337,Kelso N - Poynder Park,6.81,9.07
http://statistics.gov.scot/id/statistical-geography/S01012339,Kelso S - Abbey,6.98,9.35
http://statistics.gov.scot/id/statistical-geography/S01012338,Kelso S - Bowmont and Edenside,7.78,10.31
http://statistics.gov.scot/id/statistical-geography/S01012340,Kelso S - Broomlands,1.36,1.95
http://statistics.gov.scot/id/statistical-geography/S01012331,Kelso S - Maxwellheugh,1.5,2.47
http://statistics.gov.scot/id/statistical-geography/S01012330,Kelso S - Pinnaclehill,2.82,4.44
http://statistics.gov.scot/id/statistical-geography/S01009422,Kelty Blairadam Park,16.31,18.74
http://statistics.gov.scot/id/statistical-geography/S01009426,Kelty Central,20.2,33.37
http://statistics.gov.scot/id/statistical-geography/S01009424,Kelty East,8.4,8.49
http://statistics.gov.scot/id/statistical-geography/S01009419,Kelty Elmwood,28.68,26.04
http://statistics.gov.scot/id/statistical-geography/S01009427,Kelty North East,32.72,47.04
http://statistics.gov.scot/id/statistical-geography/S01009425,Kelty Oakfield,14.15,21.76
http://statistics.gov.scot/id/statistical-geography/S01009423,Kelty Seafar,0.96,0.96
http://statistics.gov.scot/id/statistical-geography/S01009421,Kelty South West,12.36,13.42
http://statistics.gov.scot/id/statistical-geography/S01009420,Kelty West,21.51,20.24
http://statistics.gov.scot/id/statistical-geography/S01010363,Kelvindale - 01,11.86,10.8
http://statistics.gov.scot/id/statistical-geography/S01010364,Kelvindale - 02,9.5,8.89
http://statistics.gov.scot/id/statistical-geography/S01010365,Kelvindale - 03,18.54,23.72
http://statistics.gov.scot/id/statistical-geography/S01010366,Kelvindale - 04,5.52,5.16
http://statistics.gov.scot/id/statistical-geography/S01010367,Kelvindale - 05,1.21,1.09
http://statistics.gov.scot/id/statistical-geography/S01010368,Kelvindale - 06,35.49,34.95
http://statistics.gov.scot/id/statistical-geography/S01010374,Kelvingrove and University - 01,51.25,46.44
http://statistics.gov.scot/id/statistical-geography/S01010375,Kelvingrove and University - 02,75.89,68.17
http://statistics.gov.scot/id/statistical-geography/S01010376,Kelvingrove and University - 03,42.57,42.3
http://statistics.gov.scot/id/statistical-geography/S01010377,Kelvingrove and University - 04,50.96,52.2
http://statistics.gov.scot/id/statistical-geography/S01010378,Kelvingrove and University - 05,64.48,56.98
http://statistics.gov.scot/id/statistical-geography/S01010379,Kelvingrove and University - 06,51.19,46.43
http://statistics.gov.scot/id/statistical-geography/S01010380,Kelvingrove and University - 07,81.62,73.28
http://statistics.gov.scot/id/statistical-geography/S01010408,Kelvinside and Jordanhill - 01,14.07,13.32
http://statistics.gov.scot/id/statistical-geography/S01010409,Kelvinside and Jordanhill - 02,25.16,25.28
http://statistics.gov.scot/id/statistical-geography/S01010410,Kelvinside and Jordanhill - 03,14.19,14.19
http://statistics.gov.scot/id/statistical-geography/S01010411,Kelvinside and Jordanhill - 04,2.95,3.02
http://statistics.gov.scot/id/statistical-geography/S01010412,Kelvinside and Jordanhill - 05,19.54,16.12
http://statistics.gov.scot/id/statistical-geography/S01010413,Kelvinside and Jordanhill - 06,54.41,53.19
http://statistics.gov.scot/id/statistical-geography/S01010414,Kelvinside and Jordanhill - 07,27.87,27.64
http://statistics.gov.scot/id/statistical-geography/S01006889,Kemnay - 01,4.66,9.37
http://statistics.gov.scot/id/statistical-geography/S01006890,Kemnay - 02,2.4,5.54
http://statistics.gov.scot/id/statistical-geography/S01006891,Kemnay - 03,4.51,9.6
http://statistics.gov.scot/id/statistical-geography/S01006892,Kemnay - 04,2.07,4.73
http://statistics.gov.scot/id/statistical-geography/S01006893,Kemnay - 05,4.31,7.94
http://statistics.gov.scot/id/statistical-geography/S01009659,Kennoway Central,17.09,23.87
http://statistics.gov.scot/id/statistical-geography/S01009656,Kennoway East,14.48,23.63
http://statistics.gov.scot/id/statistical-geography/S01009660,Kennoway North East,3.57,5.95
http://statistics.gov.scot/id/statistical-geography/S01009658,Kennoway North West,4.69,7.15
http://statistics.gov.scot/id/statistical-geography/S01009657,Kennoway Sandy Brae,14.76,23.76
http://statistics.gov.scot/id/statistical-geography/S01009655,Kennoway South East,8.39,16.01
http://statistics.gov.scot/id/statistical-geography/S01010309,Keppochhill - 01,9.25,9.25
http://statistics.gov.scot/id/statistical-geography/S01010310,Keppochhill - 02,35.49,42.1
http://statistics.gov.scot/id/statistical-geography/S01010311,Keppochhill - 03,44.86,51.25
http://statistics.gov.scot/id/statistical-geography/S01010312,Keppochhill - 04,10.04,10.04
http://statistics.gov.scot/id/statistical-geography/S01010313,Keppochhill - 05,12.42,12.28
http://statistics.gov.scot/id/statistical-geography/S01010314,Keppochhill - 06,44.19,45.88
http://statistics.gov.scot/id/statistical-geography/S01008080,Kessington East - 01,12.86,14.83
http://statistics.gov.scot/id/statistical-geography/S01008081,Kessington East - 02,9.48,12.87
http://statistics.gov.scot/id/statistical-geography/S01008082,Kessington East - 03,1.16,2.01
http://statistics.gov.scot/id/statistical-geography/S01008083,Kessington East - 04,0.28,0.28
